	sources	targets	score	flow
15960	FN1	TNC	0.5498988307847116	0.004605263157894736
16382	PRKCA	AVPR1A	0.4227181136260007	0.004605263157894736
16383	PRKCA	AVPR1B	0.4656611216018259	0.004605263157894736
17079	ISL1	LMX1A	0.6238257203535744	0.004605263157894736
17566	XRCC5	RFC1	0.5397333309081467	0.004605263157894736
17591	PEX19	PEX14	0.8437237567136654	0.004605263157894736
17922	CCR7	CCL19	0.8902662183707863	0.004605263157894736
18540	IRS4	GRB2	0.6779339415924014	0.004605263157894736
19586	SKP1	SKP2	0.6918702113839885	8.673617379884035e-19
19643	LTF	CD14	0.30286190707421984	0.004605263157894736
20043	TNFSF13B	TNFSF13	0.7022026312736319	0.004605263157894736
20179	A2M	IL4	0.38109114492105556	0.004605263157894736
20297	GABARAP	GABRG2	0.2944206964216595	0.004605263157894736
20814	GRB2	DRD3	0.29074237663333286	0.004605263157894736
21475	SRSF1	SRPK1	0.7996579325080097	0.013815789473684208
21849	DNAJC14	DRD1	0.2520775619574231	0.004605263157894736
21863	GABRG2	DRD5	0.34332271467662173	0.004605263157894736
22179	SKP2	CDK2	0.8282037620949091	0.009210526315789473
22235	XPC	ERCC3	0.9	0.004605263157894736
23632	IL1R1	IL1RN	0.786440641749974	0.004605263157894736
23667	CUL1	SKP2	0.6787570074061184	0.013815789473684208
23892	ITCH	CXCR4	0.2156860852103426	0.009210526315789473
24197	UBQLN4	PRL	0.23414006905304677	0.004605263157894736
25206	SUMO2	PIAS1	0.8430467225703818	0.004605263157894736
25449	USP15	FABP4	0.2892117225647421	0.004605263157894736
26683	HNRNPA1	MEPCE	0.5147315430782783	0.004605263157894736
26852	HNRNPA1	PABPC1	0.6686079659497534	0.004605263157894736
27199	HNRNPA1	HNRNPL	0.7317724869857782	0.03684210526315789
27695	DDB1	DDA1	0.7741581162781049	0.004605263157894736
29435	DDA1	ESD	0.2907912630059623	0.004605263157894736
29490	GABARAPL1	GABARAP	0.8459426445447291	0.004605263157894736
31930	VCP	FBXO6	0.7522400030123318	0.04144736842105263
32314	DDB1	CDT1	0.8449195944659814	0.004605263157894736
32957	CHD4	SMARCA4	0.7332367852690849	0.004605263157894736
33742	VCP	UBE4B	0.6264132435776231	0.013815789473684208
35788	CDC6	CCL2	0.27559846577064673	0.004605263157894736
37154	KLHL12	DRD4	0.3486690107096031	0.004605263157894736
37999	UBE4B	CBL	0.3703833150668462	0.009210526315789473
38066	TARDBP	FUS	0.8990784621008043	0.004605263157894736
38899	SRPK1	SRPK2	0.8920370518516428	0.004605263157894736
39490	UBE4B	MDM2	0.7109557468306515	0.004605263157894736
40947	VCP	HIF1A	0.298000418451806	0.009210526315789473
40948	VCP	CUL1	0.6631647828800388	0.04605263157894736
40949	VCP	CUL2	0.6878416826654857	0.004605263157894736
42016	MDM2	S100B	0.27888308020973246	0.004605263157894736
42750	BIRC5	CDCA8	0.7844841561411532	0.004605263157894736
42850	MTOR	AKT1	0.7422026293991887	0.009210526315789473
43078	RBBP6	RBP4	0.24510492398231468	0.004605263157894736
44811	DNAJB11	UBQLN4	0.7548079212425228	0.009210526315789473
45279	POLR2E	SYT5	0.3374678891026131	0.004605263157894736
45771	DDB1	DDB2	0.750007798912597	0.009210526315789473
46386	SVIP	LAMP1	0.6467324948431005	0.004605263157894736
46387	VCP	MAP1LC3A	0.6578004363198209	0.004605263157894736
49006	CDK2	CDC25A	0.9	0.004605263157894736
49833	ELAVL1	AVP	0.24112157694026087	0.004605263157894736
50414	ELAVL1	MMD	0.25541908646938555	0.004605263157894736
50599	ELAVL1	BDNF	0.22345608646262152	0.004605263157894736
52350	UBQLN1	APP	0.7217998294784509	0.009210526315789473
52452	HNRNPA1	SRSF1	0.7913631356077189	0.013815789473684208
52519	HNRNPA1	ELAVL1	0.6765314886283106	0.013815789473684208
52726	PABPC1	ZFP36	0.6759053300302635	0.004605263157894736
53314	MAD2L2	REV3L	0.769949815532968	0.004605263157894736
53546	OS9	HSPA5	0.8966935599551027	0.013815789473684208
53679	BTRC	IL10RA	0.48022458234255805	0.004605263157894736
54134	TAX1BP1	ITCH	0.8035944038942927	0.013815789473684208
54410	CBL	TCN1	0.31334605976142943	0.004605263157894736
54521	NGLY1	VCP	0.6776434549041431	0.6447368421052634
55454	NEDD4	IL2RG	0.24232548566102496	0.004605263157894736
56906	UBE2D3	FBXO25	0.6502668952928238	0.004605263157894736
58503	CUL5	DDX56	0.46695349330080244	0.004605263157894736
58734	CUL5	TRIM27	0.6663673051028806	0.004605263157894736
59428	CDK2	IFITM2	0.2548833154274693	0.004605263157894736
59449	CUL1	FBXO7	0.485511977709292	0.004605263157894736
59544	CUL1	CUL3	0.850670476139852	0.004605263157894736
59578	CUL1	DDB1	0.8822905186619462	0.018421052631578946
59586	CUL1	RBBP6	0.6594533174052799	0.004605263157894736
60099	COPS5	ISL1	0.3423165817780652	0.004605263157894736
61679	CBL	CD38	0.4578680202446313	0.004605263157894736
61942	MAP1LC3A	GABARAPL1	0.8208003958022289	0.004605263157894736
62068	LNX1	LNX2	0.8617957730664211	0.004605263157894736
62129	IRAK1	IL1R1	0.6465845043681957	0.004605263157894736
62520	HNRNPA2B1	RN7SK	0.6076942199990231	0.004605263157894736
63284	TRIM21	FCGR2A	0.4005810140591769	0.004605263157894736
64427	HTRA2	DIABLO	0.5587075617084947	0.004605263157894736
64924	UBQLN4	CCL21	0.22947154549419543	0.004605263157894736
65299	ATXN1	SYBU	0.5390124665598128	0.004605263157894736
65840	NR3C1	FKBP5	0.8996465149722711	0.004605263157894736
65920	VCP	VCP	0.9	2.1250362580715887e-16
66249	VCP	UBC	0.37568542697811386	0.004605263157894736
67088	SNCA	SLC6A4	0.3416468022053994	0.004605263157894736
67126	SNCA	SLC6A2	0.4407775096361729	0.004605263157894736
67196	PINK1	HTRA2	0.84902133954747	0.004605263157894736
67227	BARD1	BRCA1	0.8745513302395251	0.009210526315789473
68094	PARK7	PINK1	0.8561162800535412	0.009210526315789473
68627	FBXO6	PON2	0.3456640579339112	0.004605263157894736
68705	FBXO6	PTGFRN	0.3157077332741543	0.004605263157894736
69379	PARK7	SNCA	0.8791085633649671	0.013815789473684208
71526	A2M	RETN	0.5086824145174367	0.004605263157894736
71608	PAXIP1	TCN2	0.3532092489917066	0.004605263157894736
80171	UBXN7	ZPR1	0.3953735043733056	0.004605263157894736
81629	PRDX1	PRDX6	0.8461322225709822	0.004605263157894736
81984	STIP1	STMN1	0.6908642937134271	0.004605263157894736
82840	SNX3	STX7	0.6721682373618644	0.004605263157894736
83683	CHCHD6	SLC25A12	0.5060163161575759	0.004605263157894736
86709	SKP2	CDKN1A	0.8255762072904635	0.004605263157894736
87022	ARRDC3	ARRB2	0.6044217538250921	0.004605263157894736
87397	VCP	CANX	0.7011925376543988	0.009210526315789473
87428	VCP	CUL5	0.6385227630123287	0.009210526315789473
87429	VCP	CUL7	0.6163054698618079	0.009210526315789473
87449	VCP	TRIM25	0.5519864621050832	0.027631578947368417
87450	VCP	ARIH1	0.6681655453386187	0.009210526315789473
87452	VCP	HUWE1	0.6724608922534351	0.009210526315789473
87455	VCP	TRIM21	0.5798446198212563	0.004605263157894736
87457	VCP	UBR5	0.6498758991055211	0.004605263157894736
87480	VCP	HSPA8	0.6012401264539116	0.055263157894736833
87482	VCP	HSPB1	0.5569095192132637	0.004605263157894736
87485	VCP	HNRNPA1	0.5331598352919042	0.07828947368421052
87495	VCP	BAG6	0.7803345420742914	0.018421052631578946
87501	VCP	UBE2M	0.6060416962003268	0.004605263157894736
87510	VCP	NME2	0.2675975868744974	0.004605263157894736
87514	VCP	LMNA	0.4085966064497401	0.004605263157894736
87534	VCP	RAB7A	0.6813095567322051	0.004605263157894736
87550	VCP	MTOR	0.5475537285075563	0.009210526315789473
87560	VCP	SUMO1	0.5874090665495573	0.004605263157894736
87561	VCP	SUMO2	0.5982112267504774	0.009210526315789473
87562	VCP	SNX3	0.5779261306483371	0.004605263157894736
87570	VCP	TAX1BP1	0.656913970380547	0.02302631578947368
87591	VCP	USP10	0.6491516713504707	0.009210526315789473
87829	GHRHR	GHRH	0.7778288253860731	0.004605263157894736
87846	PEX5	HACL1	0.49732103493965296	0.004605263157894736
88472	OS9	CREB3	0.8011069968986214	0.004605263157894736
90153	SF3B2	FRA10AC1	0.4090284623679962	0.004605263157894736
91227	HSP90AA1	LYN	0.49326399396242715	0.004605263157894736
91401	HSP90AA1	CAMK2G	0.6572547056117988	0.004605263157894736
91412	HSP90AA1	PRKCA	0.7028296591393002	0.013815789473684208
93966	CAV1	KCNN3	0.42099568598625353	0.004605263157894736
96749	UBQLN2	TARDBP	0.9	0.018421052631578946
97486	HSP90AA1	BIRC5	0.648464937953033	0.004605263157894736
97555	TNFRSF1A	TNF	0.6729288080666258	0.004605263157894736
98634	LYN	ANKRD54	0.5221419553903799	0.004605263157894736
99111	LMNA	CXorf56	0.3904762350742237	0.004605263157894736
101055	FBXO25	IL21	0.2664641835497878	0.004605263157894736
101149	ATP4A	CD163	0.24987200314916388	0.004605263157894736
102150	TAX1BP1	TRAF6	0.7179775168131364	0.009210526315789473
102285	BAG6	CD93	0.30517478868947173	0.004605263157894736
104715	CDKN1A	CXCL13	0.23868736064061324	0.004605263157894736
105185	XRN1	ANGPTL6	0.23587368496154193	0.004605263157894736
106125	SRPK2	RIT2	0.2551667254867005	0.004605263157894736
106190	SRPK1	CRHR1	0.19584030594988958	0.009210526315789473
106541	FBXO6	A2M	0.34319715638764936	0.009210526315789473
106629	FBXO6	POMGNT2	0.27659743317013324	0.004605263157894736
106653	FBXO6	COMT	0.2732538468929134	0.004605263157894736
106658	FBXO6	COPS5	0.6897640490635745	0.004605263157894736
106693	FBXO6	EIF4B	0.3465950198826197	0.004605263157894736
106869	FBXO6	SF3B2	0.4830157018035087	0.004605263157894736
107085	TARDBP	DNAJB6	0.608378436129554	0.004605263157894736
107167	TARDBP	HNRNPA2B1	0.7366331575498988	0.004605263157894736
107886	VCP	BTRC	0.4586373367776196	0.009210526315789473
108329	VCP	PSMD4	0.6814830386482456	0.004605263157894736
111597	UBQLN1	MTHFD1	0.42660252267697923	0.004605263157894736
115171	NEDD4	ARRDC3	0.6566868917018517	0.009210526315789473
115219	VCP	SVIP	0.7512433952080964	0.004605263157894736
116395	TNFSF12	TNFSF13B	0.6364974633285027	0.004605263157894736
116810	VCP	YOD1	0.7862953514367694	0.018421052631578946
117120	HSPA5	SDF4	0.6439164506769516	0.009210526315789473
117409	OTULIN	RNF31	0.8912623401216926	0.004605263157894736
117411	VCP	OTULIN	0.5935345402644516	0.004605263157894736
118565	TARDBP	RBM45	0.7689517021495049	0.004605263157894736
118779	VCP	PEX19	0.5437794294606288	0.004605263157894736
118930	ARIH1	UBE2D3	0.6786823927782082	0.004605263157894736
119746	YOD1	NEDD4	0.7213769030096305	0.018421052631578946
120427	VCP	ATXN1	0.604749684922677	0.004605263157894736
121249	VCP	DNAJB11	0.6553994851485708	0.009210526315789473
121444	VCP	IRS4	0.34236201523648097	0.004605263157894736
121980	CUL3	UTP15	0.257051846880654	0.004605263157894736
122993	HUWE1	SHMT2	0.4617375660120413	0.004605263157894736
123125	HUWE1	PAICS	0.3684309075319437	0.004605263157894736
123363	FUS	RAN	0.5709191497840291	0.004605263157894736
125037	DDIT3	TNFSF12	0.4791071259065356	0.004605263157894736
125097	DPH2	IL17A	0.21905070666398668	0.004605263157894736
127479	PSMA3	C1orf105	0.24839861836341542	0.004605263157894736
127713	REL	COL20A1	0.32731573052795154	0.004605263157894736
127829	TRIM27	LGALS14	0.34233216609732015	0.004605263157894736
128943	SUMO1	GMCL1	0.4247563855639487	0.004605263157894736
128968	VCP	RNF8	0.47234375996191436	0.009210526315789473
128972	VCP	LNX1	0.5632759121383044	0.004605263157894736
131948	DCUN1D1	LZTS2	0.5403157942497557	0.004605263157894736
132714	GMCL1	IL17F	0.21951271555093607	0.004605263157894736
133167	LZTS2	DGCR6L	0.42928951502270546	0.004605263157894736
133624	ARRDC3	ADRB2	0.48851549753510154	0.004605263157894736
133662	ZFP36	CCL3	0.4281771136814563	0.004605263157894736
134125	SHMT2	UNC13A	0.29663478101427	0.004605263157894736
137307	CUL7	ARPC1A	0.30915419519757203	0.004605263157894736
137498	CUL7	INA	0.22963316429295616	0.004605263157894736
139872	RNF2	CHD4	0.8501999023484564	0.004605263157894736
140723	TRAF6	IRAK1	0.9	0.004605263157894736
141713	UBC	CCR4	0.25207840225966116	0.004605263157894736
145058	CLDND1	ZDHHC8	0.25789611390718153	0.004605263157894736
145313	STX7	CLDND1	0.28910289414481033	0.004605263157894736
147161	CDCA8	ATP4A	0.37892715628892804	0.004605263157894736
149825	UBAC2	PCYOX1	0.21039569946487813	0.004605263157894736
150749	HNRNPA1	UPF1	0.6590177313522464	0.004605263157894736
152446	NDUFA10	ACAD10	0.3956736063797118	0.004605263157894736
153252	SDF4	ATP2B2	0.4427156143310702	0.009210526315789473
156066	SNIP1	SPTY2D1	0.2754366835724959	0.004605263157894736
162127	DNAJB6	HSPB8	0.7773223086962144	0.004605263157894736
162974	CLU	ADCYAP1R1	0.43412952017750767	0.004605263157894736
163230	HSPB1	ISG20L2	0.3049936061615096	0.004605263157894736
164508	IDH3A	ACO2	0.7167928343793593	0.004605263157894736
166923	TSG101	DPH2	0.31715258096569887	0.004605263157894736
168861	CANX	IDH3A	0.3942572693688259	0.004605263157894736
170018	UBA6	MTRR	0.2405178502260166	0.004605263157894736
170960	TP53BP1	PAXIP1	0.5705631939132876	0.004605263157894736
172165	PSMD4	PSMA3	0.7403632622992489	0.004605263157894736
175197	PAICS	SHMT1	0.5924763482616989	0.004605263157894736
175741	VCP	STIP1	0.5141583601834964	0.004605263157894736
176667	STMN1	TYMS	0.41312790071609984	0.004605263157894736
178514	NTRK1	DBH	0.3081806608591	0.004605263157894736
179799	APP	GPR15	0.1927521526063975	0.004605263157894736
179849	REV3L	CCR6	0.20687761883249753	0.004605263157894736
181454	PINK1	HSD17B10	0.56196913311057	0.004605263157894736
181483	IL2RG	IL2	0.5076317000438644	0.004605263157894736
181721	CHEK2	CCL5	0.2607923234961981	0.004605263157894736
182370	BTRC	REL	0.4645244371031534	0.004605263157894736
189126	CREB3	APOA2	0.29673327406545036	0.004605263157894736
189391	LNX2	C10orf88	0.31713309783897986	0.004605263157894736
191498	BAG6	CALU	0.402482147049812	0.004605263157894736
192844	VCP	ITGB4	0.2535383115259256	0.004605263157894736
201687	RAB7A	CHCHD6	0.5061644096942048	0.004605263157894736
209321	ARRB2	DRD2	0.6525703492341797	0.004605263157894736
209587	RNF31	TNFRSF1A	0.4256520465776432	0.004605263157894736
209797	ITCH	UBA6	0.7923112380517906	0.004605263157894736
211155	NEDD4	IFITM3	0.40789470693692204	0.004605263157894736
211172	BRCA1	CHEK2	0.9	0.004605263157894736
211252	HSD17B10	ALDH3B1	0.4137802009635086	0.004605263157894736
211540	ZMIZ1	CCR7	0.24732629255107472	0.009210526315789473
213106	FABP4	LIPE	0.8186297408814316	0.004605263157894736
213566	TRAF6	SOCS1	0.6884453495484442	0.004605263157894736
213629	PRDX6	SFTPA1	0.3270422574067343	0.004605263157894736
213889	BAG6	WWP2	0.7338303714578365	0.004605263157894736
214142	HSPA8	HSP90AA1	0.8394621391114742	0.032236842105263154
215967	SMARCA4	SMARCB1	0.8447419241890706	0.004605263157894736
216099	UBR5	RNF2	0.7579402879612501	0.004605263157894736
216222	CUL2	DCUN1D1	0.6564843303094864	0.004605263157894736
216289	WWP2	LTF	0.2642103487437584	0.004605263157894736
216967	AKT1	FGFR1	0.6313595210255153	0.004605263157894736
219388	DUSP22	MOSPD1	0.21363786703108992	0.004605263157894736
220004	CYP4F12	CYP4F2	0.703562374473303	0.004605263157894736
220504	ATP2B2	MAOB	0.4043997162954262	0.004605263157894736
220513	ALDH3B1	CHIT1	0.3801206671328846	0.004605263157894736
221740	DIABLO	DUSP22	0.1916485523780835	0.004605263157894736
223289	ATP2B2	HSD17B6	0.26312723962562523	0.004605263157894736
224349	COL20A1	GGACT	0.20194860917456744	0.004605263157894736
229882	GDI2	FN1	0.6611892485467928	0.004605263157894736
237140	ARIH1	BBX	0.2926871145147286	0.004605263157894736
243200	USP10	PPP4R2	0.24583301229585378	0.004605263157894736
244960	SYBU	TPH2	0.17392311248503214	0.004605263157894736
251055	FGFR1	HTR1A	0.25433000937253436	0.004605263157894736
255947	ERCC3	ERCC2	0.8201078310699834	0.004605263157894736
258187	PARK7	TMOD2	0.30671829263060646	0.004605263157894736
259717	TRIM25	ADRA2C	0.21802514093321754	0.004605263157894736
260087	TRIM25	DNAJC14	0.5687406207055262	0.004605263157894736
260814	TRIM25	PTDSS2	0.33860306696972947	0.004605263157894736
261395	TRIM25	ZKSCAN5	0.2350305460654767	0.004605263157894736
261397	TRIM25	ZMIZ1	0.2805616676688814	0.009210526315789473
261496	G3BP1	DDX50	0.5050229680208547	0.004605263157894736
261918	SMARCB1	CD69	0.20931088905308415	0.004605263157894736
263345	BRCA1	APEH	0.25781219803348676	0.004605263157894736
264081	ITGB4	MUC5AC	0.35168808688300324	0.004605263157894736
264324	CRHR1	CRH	0.7713206398404205	0.004605263157894736
264461	VCP	UBXN7	0.6526400118075825	0.004605263157894736
264533	DDB2	XRCC5	0.8736331419920322	0.004605263157894736
265035	CDT1	CDC6	0.8024374521522741	0.004605263157894736
265330	HNRNPL	FOLH1	0.36048885859820656	0.004605263157894736
265363	HNRNPL	IL6R	0.3591425475636692	0.004605263157894736
265393	HNRNPL	MAOA	0.22085004744007636	0.004605263157894736
265608	HNRNPL	PSCA	0.3480507060736452	0.004605263157894736
266057	HNRNPL	NADSYN1	0.32349048589876583	0.004605263157894736
266470	HNRNPL	LUZP2	0.4240595522262898	0.004605263157894736
266478	HNRNPL	TMEM212	0.28237033594265154	0.004605263157894736
266498	HNRNPL	NBEAP1	0.19463538160813712	0.004605263157894736
274410	APP	CLU	0.7034742346458764	0.004605263157894736
275530	FBXO7	IL7	0.23466018126658555	0.004605263157894736
281681	HSPA8	HSPD1	0.8265126722386728	0.004605263157894736
281727	HSPA8	PRDX1	0.6742544443087716	0.004605263157894736
281752	HSPA8	POLR2E	0.38527468262040426	0.004605263157894736
283067	HSPA8	PRRC2A	0.361676582436271	0.004605263157894736
283077	HSPA8	GDI2	0.6913303427777273	0.004605263157894736
284587	HSPA5	DDIT3	0.9	0.004605263157894736
284764	PIAS1	SNIP1	0.7678470306342685	0.004605263157894736
284801	SUMO2	SOBP	0.25697810743143296	0.004605263157894736
284885	UBE2M	GSTP1	0.29033672586312065	0.004605263157894736
293153	VCP	BARD1	0.48460655221784094	0.009210526315789473
299321	MEPCE	CLEC5A	0.288696645566285	0.004605263157894736
300668	USP14	USP15	0.8651803761006239	0.004605263157894736
303576	RNF8	TP53BP1	0.8585545189311125	0.009210526315789473
305703	HIF1A	CX3CR1	0.2788047488569321	0.004605263157894736
305709	HIF1A	KLF6	0.5641301182660826	0.004605263157894736
306648	VCP	OS9	0.7434547700163168	0.018421052631578946
